hc_date;Text(degC);GloOr1(Wpm2);GloOr2(Wpm2);Tamb(degC);mode();Tcsich(degC);Tcsifr(degC);ConsoCh(kWh);ConsoFr(kWh);ConsoBu(kWh);ConsoEc(kWh);Comm(-);Deb(m3h);Twout(degC);Twin(degC);Puisch(W);Puisfr(W);AppEBu(W);AppEEc(W);AppEqu(W);day;Occ(0ou1);AppPeo(W)
2021-01-01 20:00:00+01:00;1,2;0;0;19,35454545;2;18,45454545;25,86363636;733783,126;271275,277;33688,227;3699,25;100;0;30,94;31,09;0;0;78;25;103;01/01/2021;0;0
2021-01-01 21:00:00+01:00;0,6;0;0;18,99090909;2;18,45454545;25,86363636;733783,126;271275,277;33688,305;3699,275;100;0;29,84;29,32;0;0;78;25;103;01/01/2021;0;0
2021-01-01 22:00:00+01:00;0,1;0;0;18,99090909;2;18,45454545;25,86363636;733783,126;271275,277;33688,383;3699,3;100;0;28,73;29,32;0;0;78;25;103;01/01/2021;0;0
2021-01-01 23:00:00+01:00;0,7;0;0;18,90909091;2;18,45454545;25,86363636;733783,126;271275,277;33688,463;3699,326;100;0;27,63;29,32;0;0;80;26;106;01/01/2021;0;0
2021-01-02 00:00:00+01:00;1,1;0;0;18,67272727;2;18,45454545;25,86363636;733783,126;271275,277;33688,543;3699,352;100;0;25,98;29,32;0;0;80;26;106;02/01/2021;0;0
2021-01-02 01:00:00+01:00;0,9;0;0;18,63636364;2;18,45454545;25,86363636;733783,126;271275,277;33688,624;3699,378;100;0;24,87;28,72;0;0;81;26;107;02/01/2021;0;0
2021-01-02 02:00:00+01:00;0,9;0;0;18,59090909;2;18,45454545;25,86363636;733783,126;271275,277;33688,702;3699,404;100;0;23,77;28,72;0;0;78;26;104;02/01/2021;0;0
2021-01-02 03:00:00+01:00;1,4;0;0;18,56363636;2;18,45454545;25,86363636;733783,126;271275,277;33688,78;3699,43;100;0;22,67;28,13;0;0;78;26;104;02/01/2021;0;0
2021-01-02 04:00:00+01:00;1,6;0;0;18,42727273;2;18,45454545;25,86363636;733783,126;271275,277;33688,858;3699,457;100;0;21,57;27,54;0;0;78;27;105;02/01/2021;0;0
2021-01-02 05:00:00+01:00;0,8;0;0;18,27272727;2;18,45454545;25,86363636;733783,126;271275,277;33688,935;3699,483;100;0;21,02;27,54;0;0;77;26;103;02/01/2021;0;0
2021-01-02 06:00:00+01:00;-0,4;0;0;18,2;2;18,45454545;25,86363636;733783,126;271275,277;33689,019;3699,509;100;0;20,46;27,54;0;0;84;26;110;02/01/2021;0;0
2021-01-02 07:00:00+01:00;-1,1;0;0;18,2;2;18,45454545;25,86363636;733783,126;271275,277;33689,103;3699,535;100;0;19,36;26,95;0;0;84;26;110;02/01/2021;0;0
2021-01-02 08:00:00+01:00;-1,2;0;0;18,10909091;2;18,45454545;25,86363636;733783,126;271275,277;33689,187;3699,561;100;22,8;24,87;24,59;0;0;84;26;110;02/01/2021;0;0
2021-01-02 09:00:00+01:00;-0,7;0,625;0,625;17,65454545;2;18,45454545;25,86363636;733783,126;271275,277;33689,271;3699,587;100;22,8;29,28;26,36;0;0;84;26;110;02/01/2021;0;0
2021-01-02 10:00:00+01:00;-0,7;36,25;36,25;17,49090909;2;18,45454545;25,86363636;733783,126;271275,277;33689,354;3699,613;100;22,8;29,84;26,95;0;0;83;26;109;02/01/2021;0;0
2021-01-02 11:00:00+01:00;-0,1;74,68684;84,7480642;17,50909091;2;18,45454545;25,86363636;733783,126;271275,277;33689,438;3699,639;100;21,2;30,39;27,54;0;0;84;26;110;02/01/2021;0;0
2021-01-02 12:00:00+01:00;0,6;103,114235;122,436112;17,52727273;2;18,45454545;25,86363636;733783,126;271275,277;33689,519;3699,665;100;21,2;31,49;28,13;0;0;81;26;107;02/01/2021;0;0
2021-01-02 13:00:00+01:00;1,2;109,162375;109,162375;17,56363636;2;18,45454545;25,86363636;733783,126;271275,277;33689,597;3699,692;100;20,8;31,49;28,72;0;0;78;27;105;02/01/2021;0;0
2021-01-02 14:00:00+01:00;1,2;91,1797;91,1797;17,63636364;2;18,45454545;25,86363636;733783,126;271275,277;33689,679;3699,718;100;17,7;33,14;29,32;0;0;82;26;108;02/01/2021;0;0
2021-01-02 15:00:00+01:00;1,3;46,875;46,875;17,70909091;2;18,45454545;25,86363636;733783,126;271275,277;33689,763;3699,744;100;18,1;33,69;29,91;0;0;84;26;110;02/01/2021;0;0
2021-01-02 16:00:00+01:00;0,8;10;10;17,94545455;2;18,45454545;25,86363636;733783,126;271275,277;33689,847;3699,77;100;19,6;33,14;29,91;0;0;84;26;110;02/01/2021;0;0
2021-01-02 17:00:00+01:00;0,4;0;0;17,87272727;2;18,45454545;25,86363636;733783,126;271275,277;33689,931;3699,796;100;20;33,14;29,91;0;0;84;26;110;02/01/2021;0;0
2021-01-02 18:00:00+01:00;0,4;0;0;17,85454545;2;18,45454545;25,86363636;733783,126;271275,277;33690,014;3699,822;100;18,5;30,94;29,32;0;0;83;26;109;02/01/2021;0;0
2021-01-02 19:00:00+01:00;0,6;0;0;18,17272727;2;18,45454545;25,86363636;733783,126;271275,277;33690,092;3699,849;100;0;29,84;31,09;0;0;78;27;105;02/01/2021;0;0
2021-01-02 20:00:00+01:00;0,7;0;0;18,08181818;2;18,45454545;25,86363636;733783,126;271275,277;33690,17;3699,875;100;0;27,08;32,27;0;0;78;26;104;02/01/2021;0;0
2021-01-02 21:00:00+01:00;0,8;0;0;18,1;2;18,45454545;25,86363636;733783,126;271275,277;33690,248;3699,901;100;0;25,43;31,68;0;0;78;26;104;02/01/2021;0;0
2021-01-02 22:00:00+01:00;1;0;0;18,10909091;2;18,45454545;25,86363636;733783,126;271275,277;33690,326;3699,927;100;0;24,32;31,09;0;0;78;26;104;02/01/2021;0;0
2021-01-02 23:00:00+01:00;1;0;0;18,02727273;2;18,45454545;25,86363636;733783,126;271275,277;33690,406;3699,954;100;0;23,22;30,5;0;0;80;27;107;02/01/2021;0;0
2021-01-03 00:00:00+01:00;1;0;0;18,01818182;2;18,45454545;25,86363636;733783,126;271275,277;33690,485;3699,98;100;0;22,12;30,5;0;0;79;26;105;03/01/2021;0;0
2021-01-03 01:00:00+01:00;0,9;0;0;17,96363636;2;18,45454545;25,86363636;733783,126;271275,277;33690,567;3700,006;100;0;21,02;29,32;0;0;82;26;108;03/01/2021;0;0
2021-01-03 02:00:00+01:00;0,8;0;0;17,95454545;2;18,45454545;25,86363636;733783,126;271275,277;33690,644;3700,032;100;0;20,46;29,32;0;0;77;26;103;03/01/2021;0;0
2021-01-03 03:00:00+01:00;0,9;0;0;17,87272727;2;18,45454545;25,86363636;733783,126;271275,277;33690,723;3700,058;100;0;19,91;28,72;0;0;79;26;105;03/01/2021;0;0
2021-01-03 04:00:00+01:00;0,9;0;0;17,67272727;2;18,45454545;25,86363636;733783,126;271275,277;33690,801;3700,085;100;0;18,81;28,72;0;0;78;27;105;03/01/2021;0;0
2021-01-03 05:00:00+01:00;1,1;0;0;17,54545455;2;18,45454545;25,86363636;733783,126;271275,277;33690,879;3700,111;100;0;18,26;28,13;0;0;78;26;104;03/01/2021;0;0
2021-01-03 06:00:00+01:00;1,3;0;0;17,44545455;2;18,45454545;25,86363636;733783,126;271275,277;33690,962;3700,137;100;0;17,71;28,13;0;0;83;26;109;03/01/2021;0;0
2021-01-03 07:00:00+01:00;1,3;0;0;17,42727273;2;18,45454545;25,86363636;733783,126;271275,277;33691,047;3700,162;100;0;17,71;27,54;0;0;85;25;110;03/01/2021;0;0
2021-01-03 08:00:00+01:00;0,1;0;0;17,51818182;2;18,45454545;25,86363636;733783,126;271275,277;33691,13;3700,189;100;22,8;22,67;24,59;0;0;83;27;110;03/01/2021;0;0
2021-01-03 09:00:00+01:00;-0,6;0;0;17,36363636;2;18,45454545;25,86363636;733783,126;271275,277;33691,214;3700,215;100;22,8;29,28;26,36;0;0;84;26;110;03/01/2021;0;0
2021-01-03 10:00:00+01:00;1,9;47,00741;54,02454058;17,23636364;2;18,45454545;25,86363636;733783,126;271275,277;33691,298;3700,241;100;22,4;30,39;26,95;0;0;84;26;110;03/01/2021;0;0
2021-01-03 11:00:00+01:00;3,6;76,959652;294,7034374;17,4;2;18,45454545;25,86363636;733783,126;271275,277;33691,382;3700,267;100;20;31,49;27,54;0;0;84;26;110;03/01/2021;0;0
2021-01-03 12:00:00+01:00;4,8;77,891325;250,5318952;17,73636364;2;18,45454545;25,86363636;733783,126;271275,277;33691,463;3700,294;100;16,5;33,69;29,32;0;0;81;27;108;03/01/2021;0;0
2021-01-03 13:00:00+01:00;5,5;78,653492;78,653492;18,13636364;2;18,45454545;25,86363636;733783,126;271275,277;33691,541;3700,32;100;14,5;31,49;29,32;0;0;78;26;104;03/01/2021;0;0
2021-01-03 14:00:00+01:00;6,3;83,269835;83,269835;18,42727273;2;18,45454545;25,86363636;733783,126;271275,277;33691,623;3700,346;100;12,9;32,59;29,91;0;0;82;26;108;03/01/2021;0;0
2021-01-03 15:00:00+01:00;7;86,62328;86,62328;18,64545455;2;18,45454545;25,86363636;733783,126;271275,277;33691,707;3700,372;100;12,9;32,59;29,91;0;0;84;26;110;03/01/2021;0;0
2021-01-03 16:00:00+01:00;6,2;79,744595;79,744595;18,74545455;2;18,45454545;25,86363636;733783,126;271275,277;33691,791;3700,398;100;14,5;32,59;29,91;0;0;84;26;110;03/01/2021;0;0
2021-01-03 17:00:00+01:00;5;99,51021204;56,632705;18,72727273;2;18,45454545;25,86363636;733783,126;271275,277;33691,876;3700,425;100;16,5;31,49;29,32;0;0;85;27;112;03/01/2021;0;0
2021-01-03 18:00:00+01:00;3,5;3,75;3,75;18,74545455;2;18,45454545;25,86363636;733783,126;271275,277;33691,959;3700,451;100;11,8;34,24;30,5;0;0;83;26;109;03/01/2021;0;0
2021-01-03 19:00:00+01:00;2,8;0;0;18,94545455;2;18,45454545;25,86363636;733783,126;271275,277;33692,037;3700,477;100;0;32,59;31,09;0;0;78;26;104;03/01/2021;0;0
2021-01-03 20:00:00+01:00;2,2;0;0;18,76363636;2;18,45454545;25,86363636;733783,126;271275,277;33692,115;3700,503;100;0;30,39;30,5;0;0;78;26;104;03/01/2021;0;0
2021-01-03 21:00:00+01:00;1,5;0;0;18,66363636;2;18,45454545;25,86363636;733783,126;271275,277;33692,193;3700,529;100;0;30,39;29,91;0;0;78;26;104;03/01/2021;0;0
2021-01-03 22:00:00+01:00;1,6;0;0;18,47272727;2;18,45454545;25,86363636;733783,126;271275,277;33692,271;3700,556;100;0;29,28;28,72;0;0;78;27;105;03/01/2021;0;0
2021-01-03 23:00:00+01:00;0,7;0;0;18,38181818;2;18,45454545;25,86363636;733783,126;271275,277;33692,351;3700,582;100;0;28,73;28,72;0;0;80;26;106;03/01/2021;0;0
2021-01-04 00:00:00+01:00;0,5;0;0;18,21818182;2;18,45454545;25,86363636;733783,126;271275,277;33692,43;3700,608;100;0;27,63;28,72;0;0;79;26;105;04/01/2021;0;0
2021-01-04 01:00:00+01:00;0,8;0;0;18,14545455;2;18,45454545;25,86363636;733783,126;271275,277;33692,512;3700,634;100;22,4;29,84;26,36;0;0;82;26;108;04/01/2021;0;0
2021-01-04 02:00:00+01:00;0,5;0;0;18,08181818;2;18,45454545;25,86363636;733783,126;271275,277;33692,589;3700,66;100;21,2;30,39;27,54;0;0;77;26;103;04/01/2021;0;0
2021-01-04 03:00:00+01:00;0,2;0;0;18,13636364;2;18,45454545;25,86363636;733783,126;271275,277;33692,667;3700,686;100;19,6;31,49;28,13;0;0;78;26;104;04/01/2021;0;0
2021-01-04 04:00:00+01:00;0,1;0;0;18,07272727;2;18,45454545;25,86363636;733783,126;271275,277;33692,745;3700,712;100;18,1;33,14;29,32;0;0;78;26;104;04/01/2021;0;0
2021-01-04 05:00:00+01:00;0,6;0;0;18,11818182;2;18,45454545;25,86363636;733783,126;271275,277;33692,823;3700,738;100;18,1;34,24;29,91;0;0;78;26;104;04/01/2021;0;0
2021-01-04 06:00:00+01:00;0,3;0;0;18,27272727;2;18,45454545;25,86363636;733783,126;271275,277;33692,906;3700,763;100;20;33,14;29,91;0;0;83;25;108;04/01/2021;0;0
2021-01-04 07:00:00+01:00;-0,4;0;0;18,80909091;2;18,45454545;25,86363636;733783,724;271275,277;33692,99;3700,788;100;18,1;31,49;29,91;1614,6;0;84;25;109;04/01/2021;1;0
2021-01-04 08:00:00+01:00;-0,4;0;0;19,75454545;2;18,45454545;25,86363636;733784,65;271275,277;33693,074;3700,813;100;16,9;31,49;29,91;2500,2;0;84;25;109;04/01/2021;1;0
2021-01-04 09:00:00+01:00;0,1;0,625;0,625;20,9;2;20,5;25,86363636;733787,175;271275,277;33693,456;3701,06;0;11,4;33,14;30,5;2266,65;0;382;247;629;04/01/2021;1;1244,148372
2021-01-04 10:00:00+01:00;0,8;34,375;34,375;21,25454545;2;20,5;25,86363636;733789,066;271275,277;33694,151;3701,322;0;6,3;39,21;32,27;5105,7;0;695;262;957;04/01/2021;1;2197,607873
2021-01-04 11:00:00+01:00;2,4;85,172;137,8549331;21,29090909;2;20,13636364;25,86363636;733789,626;271275,277;33694,915;3701,547;0;6,6;38,65;31,68;1512;0;764;225;989;04/01/2021;1;2290,628312
2021-01-04 12:00:00+01:00;4,1;109,18432;159,346014;21,43636364;2;20,13636364;25,86363636;733789,764;271275,277;33695,627;3701,778;0;6,6;32,59;32,86;372,6;0;712;231;943;04/01/2021;1;2156,911431
2021-01-04 13:00:00+01:00;5,1;103,224475;103,224475;21,41818182;2;20,13636364;25,86363636;733789,8;271275,277;33696,314;3701,949;0;6,6;38,65;31,68;97,19999968;0;687;171;858;04/01/2021;1;1909,825889
2021-01-04 14:00:00+01:00;5,1;81,278115;81,278115;21,46363636;2;20,13636364;25,86363636;733789,911;271275,277;33696,948;3702,102;0;6,6;29,84;31,09;299,7000003;0;634;153;787;04/01/2021;1;1703,43679
2021-01-04 15:00:00+01:00;5,6;72,34822;72,34822;21,45454545;2;20,13636364;25,86363636;733790,045;271275,277;33697,556;3702,248;0;3,5;30,94;31,68;361,7999997;0;608;146;754;04/01/2021;1;1607,509463
2021-01-04 16:00:00+01:00;5,5;41,532486;41,532486;21,48181818;2;20,13636364;25,86363636;733790,126;271275,277;33698,232;3702,428;0;6,6;35,35;30,5;218,7;0;676;180;856;04/01/2021;1;1904,012112
2021-01-04 17:00:00+01:00;4,4;95,0923502;18,3079405;21,29090909;2;20,13636364;25,86363636;733790,235;271275,277;33698,937;3702,618;0;3,5;31,49;31,68;294,3000003;0;705;190;895;04/01/2021;1;2017,380772
2021-01-04 18:00:00+01:00;3,6;5;5;21,50909091;2;20,13636364;25,86363636;733790,553;271275,277;33699,525;3702,934;0;3,5;38,65;32,86;858,6;0;588;138;726;04/01/2021;1;1526,116578
2021-01-04 19:00:00+01:00;3,5;0;0;20,63636364;2;18,45454545;25,86363636;733790,554;271275,277;33699,932;3703,134;0;3,1;39,21;31,68;0;0;407;200;607;04/01/2021;0;0
2021-01-04 20:00:00+01:00;3,4;0;0;20,38181818;2;18,45454545;25,86363636;733790,554;271275,277;33700,145;3703,295;0;6,3;29,84;30,5;0;0;213;161;374;04/01/2021;0;0
2021-01-04 21:00:00+01:00;3;0;0;19,86363636;2;18,45454545;25,86363636;733790,554;271275,277;33700,242;3703,413;0;6,3;30,94;31,09;0;0;97;118;215;04/01/2021;0;0
2021-01-04 22:00:00+01:00;2,8;0;0;19,77272727;2;18,45454545;25,86363636;733790,554;271275,277;33700,339;3703,53;0;0;34,8;33,45;0;0;97;117;214;04/01/2021;0;0
2021-01-04 23:00:00+01:00;2,7;0;0;19,67272727;2;18,45454545;25,86363636;733790,554;271275,277;33700,438;3703,648;0;0;32,04;31,09;0;0;99;118;217;04/01/2021;0;0
2021-01-05 00:00:00+01:00;2,5;0;0;19,49090909;2;18,45454545;25,86363636;733790,554;271275,277;33700,537;3703,766;100;0;29,28;29,91;0;0;99;118;217;05/01/2021;0;0
2021-01-05 01:00:00+01:00;2;0;0;19,37272727;2;18,45454545;25,86363636;733790,554;271275,277;33700,637;3703,883;100;14,5;33,69;28,72;0;0;100;117;217;05/01/2021;0;0
2021-01-05 02:00:00+01:00;1,9;0;0;19,33636364;2;18,45454545;25,86363636;733790,554;271275,277;33700,735;3704,001;100;14,5;31,49;29,32;0;0;98;118;216;05/01/2021;0;0
2021-01-05 03:00:00+01:00;1,7;0;0;19,27272727;2;18,45454545;25,86363636;733790,554;271275,277;33700,832;3704,118;100;14,5;32,04;29,91;0;0;97;117;214;05/01/2021;0;0
2021-01-05 04:00:00+01:00;1,3;0;0;19,27272727;2;18,45454545;25,86363636;733790,554;271275,277;33700,929;3704,235;100;13,7;32,59;29,91;0;0;97;117;214;05/01/2021;0;0
2021-01-05 05:00:00+01:00;1,5;0;0;19,29090909;2;18,45454545;25,86363636;733790,554;271275,277;33701,026;3704,353;100;11;34,8;31,09;0;0;97;118;215;05/01/2021;0;0
2021-01-05 06:00:00+01:00;1,5;0;0;19,23636364;2;18,45454545;25,86363636;733790,554;271275,277;33701,129;3704,47;100;12,9;33,69;30,5;0;0;103;117;220;05/01/2021;0;0
2021-01-05 07:00:00+01:00;1,3;0;0;19,48181818;2;18,45454545;25,86363636;733790,743;271275,277;33701,232;3704,587;100;14,5;33,14;30,5;510,3;0;103;117;220;05/01/2021;1;55,23088569
2021-01-05 08:00:00+01:00;1;0;0;20,26363636;2;18,45454545;25,86363636;733791,437;271275,277;33701,335;3704,705;100;12,9;33,69;31,09;1873,8;0;103;118;221;05/01/2021;1;58,13777441
2021-01-05 09:00:00+01:00;0,9;0;0;21,14545455;2;20,5;25,86363636;733793,664;271275,277;33701,655;3704,929;0;6,3;31,49;31,68;2266,65;0;320;224;544;05/01/2021;1;997,0628312
2021-01-05 10:00:00+01:00;1,1;16,25;16,25;21,37272727;2;20,22727273;25,86363636;733795,208;271275,277;33702,351;3705,237;0;9;36,45;31,68;4168,8;0;696;138;834;05/01/2021;1;1840,06056
2021-01-05 11:00:00+01:00;1,6;38,75;38,75;21,3;2;20,22727273;25,86363636;733795,813;271275,277;33702,962;3705,534;0;6,6;31,49;31,68;1633,5;0;611;138;749;05/01/2021;1;1592,975019
2021-01-05 12:00:00+01:00;2,1;58,125;58,125;21,39090909;2;20,22727273;25,86363636;733796,445;271275,277;33703,526;3705,814;0;6,3;39,76;32,86;1706,4;0;564;280;844;05/01/2021;1;1869,129447
2021-01-05 13:00:00+01:00;2,3;75;75;21,44545455;2;20,22727273;25,86363636;733797,431;271275,277;33704,027;3706,075;0;9;29,84;30,5;2662,2;0;501;261;762;05/01/2021;1;1630,764572
2021-01-05 14:00:00+01:00;2,2;40;40;21,34545455;2;20,22727273;25,86363636;733798,016;271275,277;33704,57;3706,27;0;9,4;35,35;31,68;1579,5;0;543;195;738;05/01/2021;1;1560,999243
2021-01-05 15:00:00+01:00;2,2;25,625;25,625;21,35454545;2;20,22727273;25,86363636;733798,596;271275,277;33705,101;3706,551;0;9;30,39;31,68;1566;0;531;281;812;05/01/2021;1;1776,109008
2021-01-05 16:00:00+01:00;2,1;15;15;21,34545455;2;20,22727273;25,86363636;733799,216;271275,277;33705,56;3706,836;0;9;36,45;32,27;1674;0;459;285;744;05/01/2021;1;1578,440575
2021-01-05 17:00:00+01:00;2;0;0;21,45454545;2;20,22727273;25,86363636;733800,039;271275,277;33706,14;3707,211;0;9;30,39;31,68;2222,1;0;580;138;718;05/01/2021;1;1502,861469
2021-01-05 18:00:00+01:00;1,9;0;0;21,36363636;2;20,22727273;25,86363636;733800,847;271275,277;33706,807;3707,57;0;9;37,55;32,86;2181,6;0;667;138;805;05/01/2021;1;1755,760787
2021-01-05 19:00:00+01:00;1,7;0;0;20,78181818;2;18,45454545;25,86363636;733801,111;271275,277;33707,203;3707,869;0;9;29,84;31,09;712,7999997;0;396;138;534;05/01/2021;0;0
2021-01-05 20:00:00+01:00;1,6;0;0;20,40909091;2;18,45454545;25,86363636;733801,111;271275,277;33707,362;3707,989;0;9;38,1;32,86;0;0;159;120;279;05/01/2021;0;0
2021-01-05 21:00:00+01:00;1,6;0;0;19,8;2;18,45454545;25,86363636;733801,111;271275,277;33707,517;3708,085;0;9;29,84;31,09;0;0;155;96;251;05/01/2021;0;0
2021-01-05 22:00:00+01:00;1,5;0;0;19,70909091;2;18,45454545;25,86363636;733801,111;271275,277;33707,671;3708,181;0;0;33,69;33,45;0;0;154;96;250;05/01/2021;0;0
2021-01-05 23:00:00+01:00;1,4;0;0;19,63636364;2;18,45454545;25,86363636;733801,111;271275,277;33707,828;3708,279;0;0;31,49;31,09;0;0;157;98;255;05/01/2021;0;0
2021-01-06 00:00:00+01:00;1,4;0;0;19,39090909;2;18,45454545;25,86363636;733801,111;271275,277;33707,983;3708,375;0;0;28,73;29,91;0;0;155;96;251;06/01/2021;0;0
2021-01-06 01:00:00+01:00;1,3;0;0;19,36363636;2;18,45454545;25,86363636;733801,111;271275,277;33708,14;3708,473;100;19,6;31,49;28,13;0;0;157;98;255;06/01/2021;0;0
2021-01-06 02:00:00+01:00;1,4;0;0;19,22727273;2;18,45454545;25,86363636;733801,111;271275,277;33708,294;3708,57;100;18,5;33,69;29,91;0;0;154;97;251;06/01/2021;0;0
2021-01-06 03:00:00+01:00;1,5;0;0;19,30909091;2;18,45454545;25,86363636;733801,111;271275,277;33708,448;3708,666;100;16,5;31,49;29,91;0;0;154;96;250;06/01/2021;0;0
2021-01-06 04:00:00+01:00;1,5;0;0;19,35454545;2;18,45454545;25,86363636;733801,111;271275,277;33708,602;3708,763;100;16,5;31,49;29,91;0;0;154;97;251;06/01/2021;0;0
2021-01-06 05:00:00+01:00;1,5;0;0;19,33636364;2;18,45454545;25,86363636;733801,111;271275,277;33708,755;3708,859;100;16,5;30,94;29,32;0;0;153;96;249;06/01/2021;0;0
2021-01-06 06:00:00+01:00;1,4;0;0;19,31818182;2;18,45454545;25,86363636;733801,111;271275,277;33708,911;3708,956;100;17,7;30,94;29,32;0;0;156;97;253;06/01/2021;0;0
2021-01-06 07:00:00+01:00;1,5;0;0;19,55454545;2;18,45454545;25,86363636;733801,263;271275,277;33709,063;3709,052;100;17,7;30,94;29,32;410,4;0;152;96;248;06/01/2021;1;136,6237699
2021-01-06 08:00:00+01:00;1,5;0;0;20,98181818;2;20,5;25,86363636;733803,056;271275,277;33709,215;3709,151;100;12,9;33,69;31,09;4841,1;0;152;99;251;06/01/2021;1;145,344436
2021-01-06 09:00:00+01:00;1,4;0;0;21,22727273;2;20,5;25,86363636;733804,758;271275,277;33709,629;3709,5;0;9;36,45;32,27;4595,4;0;414;138;552;06/01/2021;1;1020,317941
2021-01-06 10:00:00+01:00;1,7;5;5;21,65454545;2;20,81818182;25,86363636;733806,091;271275,277;33710,134;3710,06;0;9;29,84;30,5;3599,1;0;505;138;643;06/01/2021;1;1284,844815
2021-01-06 11:00:00+01:00;2,2;28,125;28,125;21,88181818;2;20,81818182;25,86363636;733807,639;271275,277;33710,589;3710,534;0;6,6;32,59;32,86;4179,6;0;455;138;593;06/01/2021;1;1139,500378
2021-01-06 12:00:00+01:00;3;69,375;69,375;22,03636364;2;20,81818182;25,86363636;733808,99;271275,277;33711,22;3710,985;0;6,6;29,28;30,5;3647,7;0;631;138;769;06/01/2021;1;1651,112793
2021-01-06 13:00:00+01:00;5,1;91,07732;92,19458666;22,07272727;2;20,5;25,86363636;733810,272;271275,277;33711,768;3711,383;0;6,6;30,94;31,68;3461,4;0;548;138;686;06/01/2021;1;1409,84103
2021-01-06 14:00:00+01:00;3,7;78,125;78,125;21,95454545;2;20,45454545;25,86363636;733810,533;271275,277;33712,341;3711,795;0;6,6;33,14;33,45;704,6999997;0;573;138;711;06/01/2021;1;1482,513248
